t_IMU,f_X,f_Y,f_Z,w_X,w_Y,w_Z
9.68750000,0.02524278,0.07592970,9.82980161,-0.00051947,-0.02461381,-0.00287607
9.69000000,0.02193640,-0.10538324,9.87597655,0.02008568,-0.00524695,0.00398306
9.69250000,-0.09996763,-0.05235913,9.76586760,-0.00425803,-0.01319661,-0.00946001
9.69500000,-0.02007483,0.04554909,9.69127573,0.00810680,0.00159785,-0.01539060
9.69750000,-0.11798009,0.05969742,9.91868754,0.02686727,-0.00257838,0.00134006
9.70000000,0.04750936,-0.00334723,9.87911802,-0.02673105,-0.01410901,-0.00292243
9.70250000,-0.07980493,-0.01875448,9.78575069,-0.00404277,-0.02846529,0.00534609
9.70500000,0.01213224,0.00168815,9.86836128,0.01457432,-0.00876753,0.01553724
9.70750000,-0.01184994,0.01746348,9.75752429,-0.00001771,-0.01614034,-0.00322639
9.71000000,-0.03433662,-0.02264900,9.74451132,-0.00749211,0.00952495,0.00137756
9.71250000,0.05582779,0.03064927,9.83157911,0.01114910,-0.01589600,0.01165198
9.71500000,-0.04413880,-0.03050824,9.90025220,-0.01260449,-0.01050385,0.01619468
9.71750000,-0.04829924,-0.06456992,9.79366804,0.01423969,-0.01030000,0.00640982
9.72000000,0.07370767,-0.06575090,9.87652817,-0.00803974,-0.00355229,0.01587207
9.72250000,0.01178019,-0.01959494,9.77846199,0.00406322,-0.01257104,-0.00585084
9.72500000,0.01576853,0.05930246,9.81577134,0.01524148,-0.00047684,-0.00015974
9.72750000,0.09147190,-0.01999133,9.77954276,0.01572017,-0.01623440,0.01454487
9.73000000,-0.05742465,0.06014830,9.89966768,0.01368517,-0.01225654,0.00772288
9.73250000,0.06963335,0.02308067,9.85040183,-0.00386276,-0.00660137,0.01635241
9.73500000,-0.02216935,0.00478457,9.80472775,0.00614903,0.01551596,-0.00908672
9.73750000,0.05255703,0.00043885,9.80551253,0.01072860,0.00573126,0.00376123
9.74000000,-0.01650666,-0.00436988,9.89639100,0.00517394,-0.01817624,0.02121866
9.74250000,-0.05922985,-0.04587204,9.81895029,-0.01814383,0.00350007,-0.00059428
9.74500000,-0.00762711,-0.03413257,9.74657165,-0.00683585,-0.04021933,0.00882030
9.74750000,0.10167023,-0.03235535,9.77516725,-0.01013723,-0.00928975,0.03480887
9.75000000,-0.02723536,-0.06257185,9.77192660,0.02262595,-0.01768382,0.01425911
9.75250000,-0.03918313,0.03311106,9.84923574,-0.01099041,-0.01237490,-0.01352574
9.75500000,0.04783249,-0.05011824,9.80438405,0.01890986,-0.01124546,-0.00674400
9.75750000,0.02794003,0.06028588,9.74297801,0.01279361,-0.01458106,0.00258274
9.76000000,0.02319921,0.01419944,9.86230544,0.00061265,-0.00993449,0.01951878
9.76250000,-0.01565016,0.03681957,9.87528328,0.00664685,-0.00731894,0.00320914
9.76500000,0.09017223,-0.07659534,9.82339238,-0.01114578,-0.01219900,0.01036686
9.76750000,0.11141795,-0.00903010,9.78224716,0.01692658,-0.01211138,-0.00266788
9.77000000,0.02035138,-0.02758832,9.90141132,0.01581069,0.00185039,0.00433196
9.77250000,0.09175356,0.09417512,9.78127233,-0.00096664,0.00264963,0.02132108
9.77500000,0.04597653,0.01955975,9.73689522,-0.00703070,0.01125813,-0.01207931
9.77750000,0.06289307,-0.02690192,9.82636708,0.01067088,-0.01919844,0.01476507
9.78000000,-0.05822183,0.03463730,9.79196268,0.01210022,-0.01234756,-0.00813250
9.78250000,0.03988558,-0.06575827,9.74742943,0.00449604,-0.03187713,0.01381901
9.78500000,-0.10410732,-0.01143605,9.78842991,-0.00429305,-0.00368526,0.00486410
9.78750000,-0.01256877,-0.00412916,9.78650800,-0.00036853,-0.00541724,0.01557940
9.79000000,-0.03912432,0.01947583,9.80512329,-0.00213180,-0.00694811,0.00398116
9.79250000,-0.00360903,-0.03987333,9.83664699,0.02723368,0.00450019,0.01804367
9.79500000,0.10495222,0.01441589,9.82630475,0.00897279,-0.01452824,0.00650111
9.79750000,0.07888962,-0.03397274,9.71401790,0.00471628,-0.00802794,0.01716021
9.80000000,0.01777053,0.03626247,9.84103558,0.00338885,0.00135777,0.01749456
9.80250000,0.03260231,0.02335247,9.84358826,0.01416054,0.00029388,0.00255889
9.80500000,0.03275596,0.02311195,9.78257271,0.02348778,-0.01113652,0.00880531
9.80750000,0.00317159,-0.03005950,9.86928946,0.01569799,-0.00072527,0.02250603
9.81000000,0.04426443,0.06912568,9.83083213,-0.00519226,-0.01151814,0.00769664
9.81250000,-0.00981080,0.03935765,9.80055378,-0.01434930,-0.01489594,0.00327377
9.81500000,-0.11004054,-0.03957533,9.81506137,-0.00510302,-0.01508012,-0.00955341
9.81750000,0.04386144,-0.00752863,9.83493992,0.00209848,-0.01018292,0.00227945
9.82000000,0.10568913,-0.05962421,9.78629844,0.00835534,-0.00134641,0.00862562
9.82250000,0.00994784,0.00377747,9.80602563,-0.00754771,-0.00402912,0.01122064
9.82500000,0.05576261,-0.02278392,9.79534023,0.01108739,0.00071116,-0.00329508
9.82750000,0.07693403,-0.11054672,9.93197926,-0.00628373,-0.01950693,-0.00144646
9.83000000,0.03442274,-0.02355133,9.73643456,0.00755591,0.01057322,0.00385111
9.83250000,0.07363984,-0.05075370,9.80915377,-0.00251156,-0.00033836,-0.00191262
9.83500000,0.07186185,0.09414360,9.79283539,0.01021396,-0.00426986,0.01486105
9.83750000,0.03886266,0.08704178,9.81797209,0.00861839,0.02056251,0.00854282
9.84000000,0.00887678,0.10178376,9.84310828,0.01560704,-0.00945404,-0.00229786
9.84250000,0.01232198,0.01285254,9.89689677,0.01155793,-0.00187710,0.01396827
9.84500000,0.00064464,-0.06188812,9.79657684,0.01219471,-0.00449657,0.00147592
9.84750000,0.04923798,0.01497891,9.89648309,0.00314392,-0.00285416,0.00532376
9.85000000,0.09978976,-0.04534554,9.82808778,0.00874279,-0.00829151,0.01342814
9.85250000,-0.05094153,-0.06791009,9.75894134,0.00856104,0.01330960,-0.00480831
9.85500000,0.01813366,-0.00169861,9.78867281,0.01092231,0.01007096,0.01274886
9.85750000,-0.02562226,-0.04479557,9.79050925,0.00458416,-0.02130145,0.00590785
9.86000000,0.01904440,-0.06386790,9.81095917,0.00291241,-0.01872278,0.01280304
9.86250000,-0.00126976,0.00542155,9.77139786,-0.00510590,0.00238948,0.01686093
9.86500000,-0.00174459,0.00324300,9.88509751,0.01914341,-0.01328834,0.00535208
9.86750000,-0.07129850,0.00514368,9.80309906,0.01681000,0.00845972,0.00159256
9.87000000,0.00939891,-0.03980179,9.82281355,0.01351503,-0.00686963,0.00126004
9.87250000,0.10471551,-0.00991136,9.80128334,-0.00082717,-0.00172582,-0.00186898
9.87500000,0.02654494,-0.04468414,9.77997728,0.00697908,-0.01310906,-0.02379987
9.87750000,0.09915301,-0.01410915,9.79824450,0.00020105,-0.00393231,-0.00516388
9.88000000,0.02362695,0.05803599,9.86063770,0.00890288,-0.02634042,-0.00987761
9.88250000,0.02343638,-0.00999911,9.77663894,0.00257619,-0.00790823,0.01151060
9.88500000,0.04222470,-0.03579442,9.78204829,0.01312901,-0.00972580,0.00110445
9.88750000,0.06595854,0.04905549,9.87185363,-0.00663207,-0.00549409,-0.00671298
9.89000000,-0.05743864,-0.06372851,9.80502263,-0.00396547,-0.01760091,-0.00623640
9.89250000,0.01765576,-0.00871944,9.85303464,0.00698087,-0.01671622,-0.00993943
9.89500000,-0.03176742,0.01488366,9.84205481,0.01006988,-0.00279785,0.00645698
9.89750000,0.06422145,-0.05456850,9.87081578,0.00874291,-0.00323526,0.00946295
9.90000000,0.14505589,-0.01929274,9.81378763,0.00969919,-0.00883545,0.00734670
9.90250000,-0.03913450,-0.05257374,9.93760801,0.01003262,0.00270616,0.01336076
9.90500000,-0.06152189,0.03228326,9.89044194,0.01314551,0.00380094,-0.01223915
9.90750000,-0.02640002,-0.03734092,9.80207861,-0.00331491,0.00592339,0.02623816
9.91000000,0.03239305,0.11008996,9.79285246,0.00973365,0.00316622,0.00947789
9.91250000,0.01383268,0.05208555,9.90970647,0.01683266,0.00522806,0.01438374
9.91500000,0.01552109,0.02304038,9.71487164,0.01624030,-0.01033409,0.01164459
9.91750000,0.07111996,0.02979738,9.83791868,0.00740686,0.00984340,-0.00286104
9.92000000,0.08116480,-0.00129133,9.86116089,0.00971675,-0.02334176,-0.00173454
9.92250000,-0.02297123,0.02570147,9.84161133,0.00046675,-0.02002877,0.01851829
9.92500000,0.05553601,-0.09536339,9.74730875,0.00503904,-0.02085580,0.00721836
9.92750000,-0.00462563,-0.05809060,9.83205239,0.00609237,-0.01182435,0.01550719
9.93000000,0.08970795,0.07557166,9.87591356,0.01739558,-0.00598254,0.00032834
9.93250000,0.10422306,-0.11003528,9.76458462,0.01929796,-0.02144427,0.00888129
9.93500000,0.01686206,0.08390689,9.82800149,0.00563153,0.00362105,-0.00020403
9.93750000,-0.01014059,-0.02474819,9.81763643,-0.00019620,-0.01639017,0.00496314
9.94000000,-0.02450227,-0.00436077,9.75586300,0.00065613,-0.00828240,-0.01009745
9.94250000,0.03436433,-0.00078461,9.80853587,0.02009858,-0.01718052,-0.00997937
9.94500000,-0.01654320,-0.01981786,9.88741523,0.00983458,0.00074459,0.00851156
9.94750000,-0.02495127,0.02385730,9.82990637,0.00999676,-0.00394255,0.00692790
9.95000000,-0.03859196,-0.04507029,9.85280765,0.02244947,-0.01216476,-0.00611546
9.95250000,0.02629903,-0.06492282,9.81803907,0.01239834,-0.00541620,0.02607296
9.95500000,0.02603164,-0.07904267,9.81185892,0.03257310,-0.03400238,-0.00647789
9.95750000,0.04387615,-0.04226557,9.76620978,0.00549640,0.00159884,-0.00163152
9.96000000,-0.03734444,-0.01063358,9.72695911,0.00517501,-0.00671744,0.00273266
9.96250000,0.04140335,-0.04752898,9.78523968,0.00393106,0.00028117,-0.00604950
9.96500000,0.11679840,0.00460270,9.89227912,0.02381119,-0.01607934,0.01002729
9.96750000,0.02992092,0.02607786,9.83788454,0.02118130,0.01121979,0.00043334
9.97000000,0.05664731,0.05464548,9.72257446,-0.00363013,-0.00222212,0.00528284
9.97250000,-0.00435216,0.05359103,9.82896498,0.00454750,-0.00142902,-0.00606787
9.97500000,-0.02924146,0.02888972,9.85274984,0.00702024,0.00642298,-0.00576715
9.97750000,0.02961722,0.04273440,9.80693947,-0.00612026,-0.02549007,0.01377019
9.98000000,-0.01204925,0.04038792,9.86096753,-0.01997251,-0.01646978,-0.01186616
9.98250000,-0.00524213,0.00025342,9.86710992,-0.00782628,-0.00498732,0.00508328
9.98500000,-0.00055118,-0.06867619,9.71526412,0.00242939,-0.01163677,0.00164548
9.98750000,-0.00363974,0.04537125,9.81056786,0.00856188,-0.00786332,-0.00681120
9.99000000,0.02697635,0.00315949,9.80719361,0.01680127,-0.00666084,-0.00227920
9.99250000,0.05749406,0.01965290,9.74918793,0.00601243,0.00344025,0.01088878
9.99500000,0.00792486,-0.01923186,9.87059875,0.01266391,-0.00320500,0.00647262
9.99750000,0.04879015,-0.02880727,9.93341221,0.00413532,-0.00735760,-0.00151566
10.00000000,0.01262257,-0.00018920,9.83872343,-0.00316723,-0.00998207,0.01655921
10.00250000,0.09143119,0.07975731,9.91641723,-0.00457555,-0.00892209,0.00092916
10.00500000,0.09413442,0.01698714,9.93157127,-0.00627276,-0.00810710,0.01726644
10.00750000,-0.03955536,-0.04088645,9.88533916,-0.00436522,0.00523924,-0.00498544
10.01000000,-0.08191915,0.03430089,9.83887856,-0.00534711,-0.01333531,0.00631725
10.01250000,0.01201761,-0.03455461,9.80633991,-0.00613815,-0.02564879,0.00015698
10.01500000,0.01993109,0.07182857,9.87963663,-0.01376986,-0.00407652,-0.01860813
10.01750000,0.00767384,0.00915531,9.87220793,-0.00547889,0.00899528,0.00396376
10.02000000,-0.00942525,0.00262960,9.92204426,0.00033805,-0.00191736,0.00115306
10.02250000,0.05911105,-0.03844612,9.83412821,0.00421690,-0.01360679,-0.02491390
10.02500000,-0.01761965,-0.01862051,9.68194540,0.01321192,-0.00464621,0.00894871
10.02750000,-0.03419402,-0.00807484,9.75746855,0.01930123,-0.01353143,0.00772701
10.03000000,-0.04866746,-0.06762939,9.81318865,-0.00082846,-0.00297365,0.00566212
10.03250000,-0.02789826,-0.01656351,9.86602815,0.00173915,-0.00964106,-0.00552176
10.03500000,0.04404951,-0.05405030,9.82047148,0.01573220,-0.03847369,0.02366870
10.03750000,0.02322759,-0.01343370,9.86566836,-0.01521696,-0.03864395,0.00914899
10.04000000,-0.02864896,-0.02200373,9.80874812,0.00627246,-0.00309625,0.00684636
10.04250000,0.05069908,0.05034610,9.83038721,0.00660090,-0.00135749,0.00319698
10.04500000,0.05832869,0.00676731,9.91067963,0.01273578,-0.01460906,0.01765713
10.04750000,-0.07681177,0.02080377,9.80479884,0.00052519,0.00241524,0.00524119
10.05000000,0.04873308,0.06518420,9.86090161,0.01795691,-0.01021562,0.01394488
10.05250000,0.14333165,-0.04514124,9.86342294,0.00246219,-0.00191135,-0.00020263
10.05500000,0.04639797,0.01206379,9.80364703,0.01423756,-0.00849119,0.01515396
10.05750000,0.03713167,-0.01389407,9.82384023,0.00558018,0.00217444,0.01297541
10.06000000,-0.02136121,-0.01483922,9.90878780,0.00010971,-0.01789059,0.02297574
10.06250000,0.00879285,0.00388061,9.88774767,0.01586241,-0.02082941,0.01394186
10.06500000,0.02603787,-0.04289407,9.77086290,-0.00189929,-0.00520301,-0.00104080
10.06750000,0.04199519,-0.09276744,9.82096883,0.01698201,-0.02992314,0.01743687
10.07000000,0.00045877,-0.04632086,9.79034321,-0.00461417,0.00357057,0.00742282
10.07250000,0.12246925,-0.04335847,9.78921940,0.00588824,-0.02421406,0.00751284
10.07500000,0.02482816,-0.03345716,9.80045394,0.01771590,0.01207554,-0.00541119
10.07750000,-0.05990509,0.00895459,9.76120587,0.00165769,-0.00378930,-0.00171521
10.08000000,0.04075971,-0.12374783,9.82353205,0.01461502,-0.01814457,-0.00554772
10.08250000,0.08081838,-0.03074073,9.84074603,0.00341337,0.00268444,0.01135808
10.08500000,-0.01987136,0.01946500,9.86295204,-0.00518663,-0.00051683,0.00642239
10.08750000,0.04982296,-0.11930532,9.79800701,-0.00802081,0.00741072,-0.00936738
10.09000000,0.09028759,0.01507553,9.86190655,0.01548224,-0.00343507,0.00933525
10.09250000,-0.02678002,0.08354218,9.76429603,-0.00481745,-0.01371904,-0.00224509
10.09500000,-0.04157675,-0.00091598,9.82981143,-0.01684334,-0.03096489,0.00997334
10.09750000,-0.00945196,0.03089051,9.84375268,0.02738844,0.00413805,0.01875032
10.10000000,0.00226347,-0.10982321,9.87615496,-0.01040750,-0.00588115,0.00323893
10.10250000,-0.03606984,-0.06906118,9.88846713,0.00008039,0.00427947,-0.01222990
10.10500000,0.00138698,-0.03359171,9.79601832,0.00633627,-0.01197224,0.02004463
10.10750000,0.08699545,0.00278451,9.81491219,-0.00699480,-0.00001099,-0.00437489
10.11000000,-0.06000945,-0.04115317,9.81655862,-0.00123312,-0.00986927,0.01353945
10.11250000,0.08127304,-0.05523782,9.83845332,0.00728947,-0.00956422,-0.00063137
10.11500000,0.05552571,-0.10290662,9.81744763,0.01303621,-0.01456696,0.01060438
10.11750000,0.02130684,-0.07784796,9.81306674,0.00902777,0.00676550,0.01335836
10.12000000,-0.03635454,-0.00389638,9.86078450,0.01219359,-0.01136023,0.00793668
10.12250000,0.06140282,0.02596582,9.83942229,0.02195362,-0.01699330,-0.00352873
10.12500000,0.01979915,-0.00740082,9.82949722,-0.00787438,-0.01564510,0.01483085
10.12750000,0.07371814,0.00325500,9.77846496,-0.00208163,-0.01421886,0.00666917
10.13000000,-0.00998788,-0.01399191,9.82541377,-0.01162304,-0.00993872,-0.01689610
10.13250000,0.04114068,0.00223317,9.83181916,0.00586714,-0.00769797,-0.00337253
10.13500000,-0.02505602,-0.01682042,9.80535388,-0.00076902,0.00073850,0.01508097
10.13750000,0.06741691,0.10424100,9.77608838,-0.00321315,0.00321821,-0.00693146
10.14000000,-0.00111215,-0.04173166,9.78843554,0.01915913,-0.01561630,0.01569519
10.14250000,-0.03073122,-0.03475034,9.82400409,-0.00361622,-0.01132364,0.00243041
10.14500000,-0.01760913,-0.09473867,9.76033498,0.00895837,-0.00510836,-0.00359288
10.14750000,0.07250033,-0.08556259,9.90914710,0.00820636,-0.01715634,0.00168697
10.15000000,0.03505085,0.09269591,10.05178741,-0.00017765,-0.02514427,-0.00036679
10.15250000,0.03470820,-0.00929298,9.89463464,-0.00252493,0.00239727,-0.00284748
10.15500000,0.01402311,0.03637191,9.83994930,-0.00302868,-0.01034640,0.00881334
10.15750000,0.00691683,-0.08188524,9.82205448,0.00070165,-0.01562844,0.00281182
10.16000000,-0.01647950,-0.01331727,9.88095776,0.00605085,0.00699827,0.00369898
10.16250000,0.00528871,0.06891206,9.74758138,0.00523923,-0.01736915,-0.01492562
10.16500000,0.03100730,-0.11317444,9.77410148,0.01002643,-0.02070806,0.01448878
10.16750000,-0.00921780,0.01954795,9.86799287,-0.02462941,-0.00783642,0.02162220
10.17000000,0.02375334,-0.02868274,9.80480629,-0.00426080,-0.01566690,0.01884876
10.17250000,-0.00394899,-0.00619858,9.78143131,0.01492205,-0.01537572,0.01239175
10.17500000,-0.03583011,-0.06379328,9.80486742,0.01273876,-0.00313838,0.01131013
10.17750000,0.12128022,-0.03124203,9.73287406,0.00637931,0.00868179,0.01137151
10.18000000,0.01698580,0.01629336,9.83238035,-0.00727199,-0.00133873,0.01752155
10.18250000,0.02552922,0.06775033,9.81777114,-0.00811037,-0.02133385,-0.00149775
10.18500000,-0.03402530,0.02048936,9.75912382,0.00566461,-0.01782541,0.00009564
10.18750000,0.04684341,0.05271490,9.88247703,0.01011810,0.00089056,-0.00747193
10.19000000,-0.05153149,-0.01406547,9.86492771,0.01655495,-0.01699346,-0.00349361
10.19250000,0.05851083,-0.06604666,9.76482938,0.00910285,-0.02300544,-0.00043088
10.19500000,0.03239592,-0.00931655,9.93197568,0.00328287,-0.00510353,0.00176233
10.19750000,0.04402047,0.00155224,9.75037667,0.00658465,-0.01927602,0.00499504
10.20000000,0.00112980,-0.11356111,9.85023575,0.01818356,-0.01957703,0.01415987
10.20250000,0.00449782,0.04174411,9.85722218,0.00734379,0.01076193,0.00940931
10.20500000,0.11066620,-0.04254569,9.75183938,0.03075422,-0.00473897,0.00883602
10.20750000,0.04990997,-0.03839396,9.83723601,0.00501011,0.00240912,0.00571324
10.21000000,0.00281647,0.02762236,9.84005798,0.01163129,0.00125542,0.01315671
10.21250000,0.05318707,-0.08747164,9.85553270,0.02397178,-0.00290663,0.02285683
10.21500000,0.02307209,0.04954901,9.82216504,-0.00140340,-0.00481898,0.01274615
10.21750000,-0.06650615,0.00174658,9.79189359,0.00273768,-0.00347644,0.00227892
10.22000000,0.05808698,-0.04334845,9.78919226,-0.00223932,-0.00196771,-0.00400513
10.22250000,0.05363348,0.02733194,9.81539724,0.00128214,-0.00365015,0.00597544
10.22500000,0.04870850,-0.02028024,9.82012045,0.01104275,-0.00507679,-0.00351844
10.22750000,0.03008601,0.09035543,9.84796267,0.00475836,-0.01359413,-0.01260411
10.23000000,0.01474999,-0.01096485,9.67071371,0.02022630,-0.00652938,0.00754194
10.23250000,0.00768106,-0.01203598,9.86867918,0.00485885,0.02288750,0.00981650
10.23500000,-0.06716291,0.00132965,9.79449621,0.01217359,-0.01437781,0.00541011
10.23750000,0.11795550,0.06340612,9.83404317,0.01586474,-0.01334440,-0.01191492
10.24000000,0.02322232,-0.03069319,9.85587579,0.01362960,0.00091083,-0.01154789
10.24250000,-0.07225504,0.05516693,9.76997734,-0.00072324,-0.00830790,-0.02164022
10.24500000,-0.03185591,0.02925109,9.81474942,-0.01422909,0.00504680,0.00938342
10.24750000,0.06702088,0.01319115,9.82344634,0.02176454,-0.01058894,0.01346163
10.25000000,0.00049755,0.07937172,9.83860365,-0.01849572,-0.00647755,0.00576589
10.25250000,0.02780365,-0.02759828,9.81151572,0.00909527,0.00913957,0.01003879
10.25500000,0.08730924,0.02727450,9.80489783,0.01578490,-0.00653813,0.00345343
10.25750000,0.04918626,0.02202861,9.76992312,-0.00200402,-0.01148254,0.01130761
10.26000000,-0.05305749,-0.03889811,9.82203727,-0.00947034,-0.00710669,0.00166197
10.26250000,0.03785758,-0.01330085,9.86000641,0.01047816,0.00115171,0.01357775
10.26500000,0.10083508,-0.03041027,9.86512544,-0.00649021,-0.01166961,-0.01238589
10.26750000,0.03122858,0.02354691,9.81943861,0.01641669,-0.01213130,0.01977287
10.27000000,0.14623354,0.02919888,9.88007727,-0.00088783,-0.01507258,0.00634813
10.27250000,0.02496432,0.05904777,9.79451664,0.00743329,0.00978450,-0.00086981
10.27500000,0.03429812,0.05393143,9.77324561,-0.00241651,-0.01645203,-0.00268114
10.27750000,-0.02661943,0.03871434,9.73904179,-0.00471099,-0.01027496,0.00059723
10.28000000,-0.01609977,0.10071812,9.86578306,-0.00175926,-0.02028030,0.01003631
10.28250000,-0.07122559,-0.05125138,9.79972603,-0.00031445,-0.00928165,-0.00402761
10.28500000,0.05436086,-0.11138028,9.86294043,0.00500279,0.00289629,0.01343776
10.28750000,-0.01784956,0.00114007,9.78448145,0.01949516,-0.00821232,-0.00824791
10.29000000,-0.00145313,-0.00561187,9.80095358,-0.01288197,-0.01034446,-0.00219641
10.29250000,0.02201801,0.04362796,9.90952464,-0.00058209,-0.04390617,0.02615513
10.29500000,0.01069711,0.00659904,9.76404865,-0.00192383,-0.00645179,0.01713085
10.29750000,-0.07298249,0.06961654,9.90921040,0.00761730,-0.02039050,0.00520797
10.30000000,-0.05549612,-0.11616083,9.78105171,0.01596784,-0.00852723,0.01639647
10.30250000,0.06082528,-0.04745662,9.86723739,0.02527914,-0.02748919,0.00671179
10.30500000,0.01701228,-0.01077828,9.79185107,0.01795668,-0.03795927,-0.01108724
10.30750000,-0.00881554,-0.08249266,9.80714199,-0.00660888,-0.00517988,0.01361790
10.31000000,0.09738303,-0.05804636,9.92222630,0.00631414,-0.01879885,0.02355462
10.31250000,-0.05084259,-0.04001355,9.88690488,0.00507139,-0.00255655,0.00163618
10.31500000,-0.08528885,0.02082037,9.79600350,0.01923590,-0.02124869,0.00147453
10.31750000,-0.11153076,0.01361473,9.80935306,-0.00169063,-0.02771854,0.00150055
10.32000000,-0.02689831,0.02401528,9.83467647,0.00003483,-0.00936285,-0.00432249
10.32250000,-0.00276311,0.00472028,9.83051307,0.00811120,-0.02590516,0.00224086
10.32500000,0.04182972,-0.03691134,9.78445659,0.00669805,-0.00529636,-0.00099211
10.32750000,-0.01923496,-0.02688148,9.78217824,0.00164122,-0.00844514,0.00869587
10.33000000,-0.02960940,-0.03013234,9.78922692,0.00891538,-0.01491237,0.02070085
10.33250000,-0.02875649,0.02695295,9.75276615,-0.00264565,0.00363790,0.00697325
10.33500000,-0.01625409,0.01810850,9.74412263,0.01171584,-0.00218667,0.00203417
10.33750000,0.01555679,-0.03666069,9.78181315,0.01115503,-0.01102025,0.00926475
10.34000000,-0.07242202,-0.12210720,9.76068543,0.00960333,0.01412518,0.01513856
10.34250000,0.02715699,-0.11261879,9.73105202,-0.00942546,0.00820613,-0.00561426
10.34500000,-0.06897856,0.08981308,9.81958496,0.01422890,-0.00315977,-0.00911558
10.34750000,0.00215436,-0.08919101,9.81980405,0.00483376,-0.00098370,0.00393767
10.35000000,0.03743807,0.02701750,9.79872569,0.02604406,-0.00613608,0.00817992
10.35250000,0.07290938,-0.03441926,9.84137398,0.00133574,-0.01045331,0.01438976
10.35500000,0.02868270,-0.06840317,9.84984905,-0.00844434,-0.03175070,-0.00054014
10.35750000,0.07457287,-0.01825422,9.88602705,0.02740298,-0.02172767,0.00574829
10.36000000,0.08537150,-0.04400926,9.80972990,0.01499870,0.00844512,0.00324636
10.36250000,0.00130128,-0.06715049,9.79417297,0.02017347,0.02280095,0.00944566
10.36500000,-0.07008456,0.04359457,9.78206257,0.01204837,0.01367093,0.01697184
10.36750000,0.03123841,-0.03957513,9.83260189,0.00059007,-0.00275093,0.00048801
10.37000000,0.02493084,0.01324143,9.90137566,0.00759118,-0.01607633,0.00960265
10.37250000,0.02676328,-0.03716957,9.79785331,0.00679106,-0.00517793,0.00904227
10.37500000,-0.04660259,0.05034533,9.74141609,-0.00830118,-0.01346223,0.01273018
10.37750000,0.02825284,0.12663340,9.81804596,-0.01463242,-0.00386302,0.01321590
10.38000000,-0.00206822,-0.07884142,9.78087641,0.00237411,0.01693826,0.02115517
10.38250000,-0.07015917,0.00443684,9.83002964,0.01065351,-0.01073214,-0.00063028
10.38500000,0.02500498,0.00305072,9.77070653,0.01268770,-0.00763846,0.00570351
10.38750000,0.01454462,0.06728651,9.77900812,-0.00405446,-0.00994155,-0.00432973
10.39000000,0.04488685,-0.05368461,9.80079304,0.01901532,0.00095843,-0.00280976
10.39250000,-0.02799692,-0.05853484,9.77951767,-0.00118267,-0.00729754,-0.00055998
10.39500000,0.02307383,-0.10744448,9.81196070,-0.01199343,0.00001172,0.01322689
10.39750000,-0.00202976,0.05932361,9.90976548,0.00275215,0.00362131,-0.02273291
10.40000000,-0.02400099,0.03722771,9.74778206,0.00469534,-0.00862277,0.00587789
10.40250000,-0.04778197,0.01714673,9.77920510,-0.00535123,-0.00950519,-0.00434350
10.40500000,0.09448381,0.01704133,9.79538767,0.01057991,-0.03041640,0.00926175
10.40750000,0.03454407,0.02577165,9.98570424,0.00093552,0.00085730,-0.00177792
10.41000000,-0.04019697,0.01439240,9.77955542,-0.00297006,-0.00501959,0.01656072
10.41250000,0.01642990,-0.06295514,9.88897001,-0.00986581,0.00092717,0.02067886
10.41500000,-0.03234879,-0.00495201,9.74646437,0.00593827,0.00666075,0.01226614
10.41750000,-0.01236449,-0.05609444,9.80959405,0.01322674,-0.01084302,0.01960967
10.42000000,-0.01372011,0.03059473,9.79214465,0.02341492,-0.00169493,-0.00111350
10.42250000,-0.02145253,0.00209943,9.75057273,-0.01960694,-0.01547134,0.01106357
10.42500000,0.06649336,-0.03540038,9.78075245,0.00512937,-0.01169760,0.00999869
10.42750000,0.11624720,0.04556174,9.79308326,0.01571963,-0.01655059,0.01551440
10.43000000,-0.05883517,-0.02546087,9.84386575,0.00165858,-0.00524167,0.00963246
10.43250000,-0.00506510,-0.05742803,9.75818007,-0.00874796,0.00187625,0.00316474
10.43500000,0.04809452,-0.05050787,9.91220697,0.00732800,-0.00114861,0.00260157
10.43750000,-0.03932213,-0.04351162,9.83551815,-0.00912030,0.00292638,0.00747357
10.44000000,-0.00037090,0.01586732,9.79705476,0.00065057,-0.00917922,0.00317566
10.44250000,-0.03727265,-0.02702696,9.72362801,-0.00223657,-0.01707332,0.00360434
10.44500000,0.05113489,-0.06829291,9.81470635,0.02140305,0.00333562,-0.00675636
10.44750000,0.00675821,-0.07733530,9.82317866,-0.00080393,-0.01139316,0.00607707
10.45000000,-0.04065249,-0.11940170,9.82345089,0.01314703,-0.00234566,0.00920392
10.45250000,0.00554434,0.04502715,9.78676139,-0.00016712,-0.01152751,-0.00465830
10.45500000,0.03130340,0.03450939,9.86059941,-0.01295275,-0.01460989,-0.00715312
10.45750000,0.01819370,-0.02889804,9.86211953,-0.01302544,-0.00434733,0.00900994
10.46000000,0.02288835,-0.01907174,9.86285473,0.01991789,0.00445086,0.01180311
10.46250000,-0.01087583,-0.06369480,9.85206595,0.01895906,-0.01396677,0.00965606
10.46500000,0.05927728,-0.03431070,9.90883563,0.01037605,-0.00844669,0.01299971
10.46750000,-0.03270168,-0.05552732,9.85013837,0.00285819,-0.00198297,0.00349357
10.47000000,0.00847076,-0.05552063,9.83052566,0.00669122,0.00406036,0.01285357
