t_baro,P_static
53.80000000,101157.54278796
53.85000000,101149.48392406
53.90000000,101146.33210711
53.95000000,101157.06846343
54.00000000,101146.55102823
54.05000000,101142.54803120
54.10000000,101137.27538106
54.15000000,101129.62521695
54.20000000,101145.06897624
54.25000000,101168.98429506
54.30000000,101150.22636024
54.35000000,101141.76297396
54.40000000,101143.41550248
54.45000000,101136.70957929
54.50000000,101152.80162655
54.55000000,101137.58422393
54.60000000,101153.04532180
54.65000000,101152.55790968
54.70000000,101154.89262430
54.75000000,101150.11616090
54.80000000,101148.14071638
54.85000000,101124.77322572
54.90000000,101152.79491873
54.95000000,101141.96625730
55.00000000,101146.09457114
55.05000000,101141.93182489
55.10000000,101142.49117520
55.15000000,101148.28788935
55.20000000,101149.55655544
55.25000000,101147.05391474
55.30000000,101141.22532471
55.35000000,101141.71590265
55.40000000,101170.29651905
55.45000000,101157.84368088
55.50000000,101139.03526232
55.55000000,101152.78271347
55.60000000,101142.84778570
55.65000000,101151.64784046
55.70000000,101135.38184728
55.75000000,101152.08313191
55.80000000,101134.57199887
55.85000000,101142.52305164
55.90000000,101140.26997269
55.95000000,101145.09767780
56.00000000,101153.74086031
56.05000000,101129.35726502
56.10000000,101157.77719111
56.15000000,101142.33171024
56.20000000,101156.52827161
56.25000000,101147.74120294
56.30000000,101136.34095437
56.35000000,101143.19335998
56.40000000,101140.62128630
56.45000000,101158.13367355
56.50000000,101142.40067827
56.55000000,101162.38116785
56.60000000,101151.18793120
56.65000000,101157.21689849
56.70000000,101128.83470788
56.75000000,101135.04464065
56.80000000,101150.13721381
56.85000000,101147.25730504
56.90000000,101144.72119077
56.95000000,101139.65168998
57.00000000,101157.59729858
57.05000000,101142.63840351
57.10000000,101154.51709377
57.15000000,101154.13834231
57.20000000,101128.07424008
57.25000000,101135.94118069
57.30000000,101139.30274183
57.35000000,101152.24053998
57.40000000,101152.13561123
57.45000000,101137.37626843
57.50000000,101143.15544193
57.55000000,101147.95992815
57.60000000,101163.90293500
57.65000000,101137.20200795
57.70000000,101140.03450515
57.75000000,101160.63364974
57.80000000,101135.26591610
57.85000000,101148.13819363
57.90000000,101138.27396206
57.95000000,101151.47929367
58.00000000,101159.07307293
58.05000000,101152.36993447
58.10000000,101141.58706504
58.15000000,101153.48942484
58.20000000,101159.75012986
58.25000000,101141.38508972
58.30000000,101141.04016149
58.35000000,101173.55136358
58.40000000,101144.75415168
58.45000000,101130.68729884
58.50000000,101148.97498326
58.55000000,101137.57557097
58.60000000,101149.52518805
58.65000000,101148.99200880
58.70000000,101140.78511953
58.75000000,101140.79588276
58.80000000,101147.86760609
58.85000000,101135.48269433
58.90000000,101147.24845187
58.95000000,101144.94428172
59.00000000,101152.29729372
59.05000000,101160.93898640
59.10000000,101154.34708717
59.15000000,101137.05165201
59.20000000,101132.11417125
59.25000000,101135.29205148
59.30000000,101151.47272661
59.35000000,101153.50191744
59.40000000,101141.13619202
59.45000000,101147.43751017
59.50000000,101144.32416851
59.55000000,101137.21748307
59.60000000,101140.17454271
59.65000000,101145.15233118
59.70000000,101124.98818384
59.75000000,101142.01799398
59.80000000,101138.70566622
59.85000000,101151.93198140
59.90000000,101129.09431351
59.95000000,101155.95027912
60.00000000,101161.21307433
60.05000000,101148.29676625
60.10000000,101164.03636437
60.15000000,101139.93322166
60.20000000,101157.72736912
60.25000000,101133.91126060
60.30000000,101157.06538680
60.35000000,101130.86196667
60.40000000,101166.98106826
60.45000000,101132.81774486
60.50000000,101129.39749545
60.55000000,101131.83535470
60.60000000,101132.03520169
60.65000000,101141.51004626
60.70000000,101155.72778444
60.75000000,101155.51405939
60.80000000,101132.56892876
60.85000000,101133.63612369
60.90000000,101145.19395077
60.95000000,101139.84673434
61.00000000,101153.72226969
61.05000000,101143.39473274
61.10000000,101142.93516219
61.15000000,101147.72976157
61.20000000,101128.28775692
61.25000000,101142.10224158
61.30000000,101144.77639487
61.35000000,101151.59458285
61.40000000,101136.39597950
61.45000000,101125.42536685
61.50000000,101146.26428051
61.55000000,101135.70704821
61.60000000,101134.78000437
61.65000000,101138.08810337
61.70000000,101138.22286897
61.75000000,101143.71076730
61.80000000,101158.95672579
61.85000000,101164.75801752
61.90000000,101153.47741283
61.95000000,101148.93900966
62.00000000,101138.46600258
62.05000000,101163.66324441
62.10000000,101139.90034394
62.15000000,101135.97515775
62.20000000,101147.45509563
62.25000000,101158.81187794
62.30000000,101118.75205600
62.35000000,101165.82874417
62.40000000,101154.81733481
62.45000000,101146.11004266
62.50000000,101140.74667520
62.55000000,101145.26459957
62.60000000,101148.38868335
62.65000000,101154.48812525
62.70000000,101141.35623515
62.75000000,101156.63769618
62.80000000,101127.94404663
62.85000000,101140.10709663
62.90000000,101140.28186274
62.95000000,101132.23930741
63.00000000,101130.96907409
63.05000000,101138.14560409
63.10000000,101160.27135094
63.15000000,101153.58926835
63.20000000,101129.46322100
63.25000000,101139.59441308
63.30000000,101146.73714193
63.35000000,101156.65999926
63.40000000,101157.53990119
63.45000000,101160.92265367
63.50000000,101128.07982792
63.55000000,101138.90939047
63.60000000,101155.52510553
63.65000000,101161.76207178
63.70000000,101136.52583835
63.75000000,101149.22249838
63.80000000,101140.27791489
63.85000000,101133.51735127
63.90000000,101158.69781725
63.95000000,101138.66138414
64.00000000,101131.49666435
64.05000000,101153.76062676
64.10000000,101150.86110711
64.15000000,101141.65751829
64.20000000,101128.90237666
64.25000000,101149.39517133
64.30000000,101149.18356093
64.35000000,101146.17804966
64.40000000,101141.66083787
64.45000000,101152.96091234
64.50000000,101142.71433593
64.55000000,101132.44828034
64.60000000,101162.03044871
64.65000000,101135.17782149
64.70000000,101151.31464616
64.75000000,101148.96307816
64.80000000,101142.80322517
64.85000000,101167.90948598
64.90000000,101147.95328241
64.95000000,101141.38546603
65.00000000,101155.49330905
65.05000000,101138.41466426
65.10000000,101153.77072610
65.15000000,101138.85221912
65.20000000,101161.25540959
65.25000000,101125.74539719
65.30000000,101139.60575384
65.35000000,101154.92005818
65.40000000,101121.50379563
65.45000000,101128.48606234
65.50000000,101153.36059730
65.55000000,101137.24532468
65.60000000,101143.93457033
65.65000000,101150.96081383
65.70000000,101147.81551196
65.75000000,101141.85138458
65.80000000,101143.29142705
65.85000000,101154.67362071
65.90000000,101152.66724794
65.95000000,101144.55791841
66.00000000,101123.43512468
66.05000000,101143.84926706
66.10000000,101145.63790130
66.15000000,101157.05599182
66.20000000,101153.11994082
66.25000000,101168.92288932
66.30000000,101154.15038372
66.35000000,101150.13078363
66.40000000,101143.24942152
66.45000000,101151.94250020
66.50000000,101142.42705553
66.55000000,101141.64965266
66.60000000,101128.41923457
66.65000000,101157.57861894
66.70000000,101150.13837432
66.75000000,101148.95028714
66.80000000,101146.90358524
66.85000000,101151.11471274
66.90000000,101148.70388192
66.95000000,101130.94198656
67.00000000,101133.40076925
67.05000000,101142.42053226
67.10000000,101142.80003749
67.15000000,101144.32165948
67.20000000,101145.38403124
67.25000000,101148.27313081
67.30000000,101150.63053739
67.35000000,101145.46943555
67.40000000,101154.25007802
67.45000000,101139.11357047
67.50000000,101130.85884174
67.55000000,101138.94870481
67.60000000,101147.74527918
67.65000000,101133.91041625
67.70000000,101151.10013771
67.75000000,101138.30062389
67.80000000,101146.87711484
67.85000000,101151.79238185
67.90000000,101126.02725721
67.95000000,101143.45452781
68.00000000,101126.96582572
68.05000000,101152.82735664
68.10000000,101139.68483295
68.15000000,101149.43969032
68.20000000,101154.57880737
68.25000000,101145.86528487
68.30000000,101151.43957904
68.35000000,101143.20016746
68.40000000,101136.70197531
68.45000000,101150.32778625
68.50000000,101139.89861973
68.55000000,101142.18907970
68.60000000,101157.51103752
68.65000000,101138.29705784
68.70000000,101157.13362500
68.75000000,101149.03608889
68.80000000,101147.03684431
68.85000000,101134.53004601
68.90000000,101147.02997529
68.95000000,101143.46092035
69.00000000,101147.85402166
69.05000000,101152.17297914
69.10000000,101146.63749744
69.15000000,101152.53944678
69.20000000,101158.38607319
69.25000000,101138.11042134
69.30000000,101131.17033393
69.35000000,101138.53736655
69.40000000,101142.16741282
69.45000000,101140.34159595
69.50000000,101154.59186005
69.55000000,101152.74839535
69.60000000,101133.43315710
69.65000000,101142.47003330
69.70000000,101144.20311966
69.75000000,101146.99865743
69.80000000,101157.12901647
69.85000000,101147.09162585
69.90000000,101147.37573033
69.95000000,101142.30954379
70.00000000,101145.26061276
70.05000000,101154.35623841
70.10000000,101139.15599520
70.15000000,101157.36619629
70.20000000,101144.49118127
70.25000000,101139.04327695
70.30000000,101141.89128608
70.35000000,101151.31203414
70.40000000,101145.48989674
70.45000000,101156.42869418
70.50000000,101142.86619020
70.55000000,101157.58779267
70.60000000,101138.77687382
70.65000000,101148.67723943
70.70000000,101160.45768828
70.75000000,101126.94724451
70.80000000,101148.11973621
70.85000000,101161.10561677
70.90000000,101154.41100693
70.95000000,101124.29059157
71.00000000,101133.90589218
71.05000000,101145.84291367
71.10000000,101150.44123172
71.15000000,101141.73056133
71.20000000,101137.02583208
71.25000000,101132.69640518
71.30000000,101143.74905005
71.35000000,101139.74333476
71.40000000,101138.18478342
71.45000000,101140.21603840
71.50000000,101132.81686720
71.55000000,101137.54117597
71.60000000,101144.52395884
71.65000000,101147.82412344
71.70000000,101134.52958139
71.75000000,101153.80605800
71.80000000,101144.63738986
71.85000000,101145.68819882
71.90000000,101138.02662091
71.95000000,101148.47447415
72.00000000,101144.68753741
72.05000000,101152.93864272
72.10000000,101136.20250369
72.15000000,101135.52577899
72.20000000,101143.15964747
72.25000000,101156.81133601
72.30000000,101146.60436896
72.35000000,101148.90408102
72.40000000,101176.50743160
72.45000000,101161.17420370
72.50000000,101154.53397421
72.55000000,101148.31851302
72.60000000,101142.50109068
72.65000000,101145.19207864
72.70000000,101131.49308099
72.75000000,101153.20363293
72.80000000,101147.17435154
72.85000000,101156.19793912
72.90000000,101139.44608324
72.95000000,101136.63095830
73.00000000,101135.62612775
73.05000000,101165.93484113
73.10000000,101133.36287898
73.15000000,101136.71008553
73.20000000,101130.14067149
73.25000000,101133.24800310
73.30000000,101144.82849494
73.35000000,101149.71212680
73.40000000,101142.94128216
73.45000000,101140.66021606
73.50000000,101151.78575574
73.55000000,101154.65240610
73.60000000,101151.07369908
73.65000000,101151.53587260
73.70000000,101157.36677956
73.75000000,101141.80290134
73.80000000,101145.92796513
73.85000000,101132.84688563
73.90000000,101149.90592172
73.95000000,101156.39556324
74.00000000,101138.18294352
74.05000000,101136.94857325
74.10000000,101148.51449919
74.15000000,101130.52563216
74.20000000,101143.21368011
74.25000000,101157.76661281
74.30000000,101146.00690624
74.35000000,101162.46407143
74.40000000,101152.72993542
74.45000000,101154.04265600
74.50000000,101141.93554122
74.55000000,101154.83681461
74.60000000,101154.58436992
74.65000000,101165.49592891
74.70000000,101141.39987483
74.75000000,101141.63057849
74.80000000,101136.00121939
74.85000000,101150.97301186
74.90000000,101123.22567318
74.95000000,101161.40952044
75.00000000,101148.57373291
75.05000000,101150.21491232
75.10000000,101152.45068075
75.15000000,101133.47321821
75.20000000,101148.81678251
75.25000000,101139.73906096
75.30000000,101157.99874727
75.35000000,101129.14103273
75.40000000,101138.62925440
75.45000000,101131.77339209
75.50000000,101154.03948706
75.55000000,101152.41387840
75.60000000,101138.54679443
75.65000000,101146.91079880
75.70000000,101146.21910773
75.75000000,101143.32958639
75.80000000,101136.90531726
75.85000000,101140.87544276
75.90000000,101147.81040314
75.95000000,101161.68132412
76.00000000,101151.09927512
76.05000000,101143.63661717
76.10000000,101124.13522097
76.15000000,101160.15656191
76.20000000,101136.20545919
76.25000000,101131.44686123
76.30000000,101161.28310116
76.35000000,101148.99676136
76.40000000,101140.31294270
76.45000000,101135.31172864
76.50000000,101145.95392766
76.55000000,101124.69450293
76.60000000,101133.20843302
76.65000000,101134.86088557
76.70000000,101144.10829763
76.75000000,101140.02893195
76.80000000,101157.95291024
76.85000000,101145.50338507
76.90000000,101140.93099630
76.95000000,101164.04588137
77.00000000,101149.31785691
77.05000000,101133.50855344
77.10000000,101151.54875682
77.15000000,101140.86718089
77.20000000,101134.28775535
77.25000000,101140.83951156
77.30000000,101136.25353099
77.35000000,101150.42245290
77.40000000,101142.97428474
77.45000000,101132.00721476
77.50000000,101143.33611412
77.55000000,101151.53578501
77.60000000,101142.15654992
77.65000000,101143.46255313
77.70000000,101146.04668722
77.75000000,101141.21665778
77.80000000,101149.91538846
77.85000000,101150.53538721
77.90000000,101128.31872196
77.95000000,101135.96105743
78.00000000,101156.33194667
78.05000000,101140.80202185
78.10000000,101148.25459998
78.15000000,101126.38994325
78.20000000,101149.48197119
78.25000000,101139.57389399
78.30000000,101141.12643977
78.35000000,101144.36177961
78.40000000,101140.13564219
78.45000000,101146.63255993
78.50000000,101159.71762261
78.55000000,101145.17814586
78.60000000,101148.13595964
78.65000000,101165.84694439
78.70000000,101155.23488276
78.75000000,101140.61013166
78.80000000,101146.98406818
78.85000000,101155.27773521
78.90000000,101152.68882814
78.95000000,101140.22300977
79.00000000,101135.49884300
79.05000000,101156.53712907
79.10000000,101151.77104976
79.15000000,101137.28411782
79.20000000,101146.89211599
79.25000000,101163.34938435
79.30000000,101154.10208819
79.35000000,101149.40557265
79.40000000,101146.53048716
79.45000000,101149.38069405
79.50000000,101168.93814089
79.55000000,101157.66815271
79.60000000,101152.93598190
79.65000000,101163.67134179
79.70000000,101147.18923926
79.75000000,101130.95934116
79.80000000,101143.19778305
79.85000000,101148.12294899
79.90000000,101149.96465572
79.95000000,101158.87310866
80.00000000,101140.47027322
80.05000000,101142.51047492
80.10000000,101132.24061500
80.15000000,101148.20044689
80.20000000,101147.62218390
80.25000000,101134.73735906
80.30000000,101153.66385324
80.35000000,101148.93678551
80.40000000,101136.24271386
80.45000000,101143.01210137
80.50000000,101156.67130604
80.55000000,101142.90045549
80.60000000,101135.68805395
80.65000000,101157.52977133
80.70000000,101141.53010729
80.75000000,101160.41540011
80.80000000,101152.49472380
80.85000000,101134.98074166
80.90000000,101125.46086086
80.95000000,101142.47928050
81.00000000,101147.45670193
81.05000000,101147.70726620
81.10000000,101144.42287027
81.15000000,101160.56176164
81.20000000,101125.95354219
81.25000000,101144.15866440
81.30000000,101163.98863895
81.35000000,101149.93350803
81.40000000,101140.57225678
81.45000000,101156.58240568
81.50000000,101139.61581258
81.55000000,101146.77689928
81.60000000,101132.11158047
81.65000000,101158.66052707
81.70000000,101154.41449288
81.75000000,101165.60354876
81.80000000,101139.72678284
81.85000000,101139.54317496
81.90000000,101151.16695885
81.95000000,101148.01032816
82.00000000,101137.84448565
82.05000000,101148.32114878
82.10000000,101133.43471775
82.15000000,101147.35397850
82.20000000,101142.41444063
82.25000000,101138.26639791
82.30000000,101133.56614758
82.35000000,101158.92616230
82.40000000,101134.41113093
82.45000000,101140.15522000
82.50000000,101164.44507247
82.55000000,101144.44716913
82.60000000,101132.80462779
82.65000000,101148.74607162
82.70000000,101144.94278860
82.75000000,101140.24829160
82.80000000,101156.37404348
82.85000000,101142.61717366
82.90000000,101144.95452479
82.95000000,101151.35323394
83.00000000,101139.13890460
83.05000000,101124.94871280
83.10000000,101140.42235547
83.15000000,101151.04002147
83.20000000,101144.20802922
83.25000000,101156.17724610
83.30000000,101149.08787305
83.35000000,101172.21589751
83.40000000,101146.37552373
83.45000000,101142.65529098
83.50000000,101150.18190319
83.55000000,101150.76226766
83.60000000,101157.69969921
83.65000000,101139.21876390
83.70000000,101142.94425781
83.75000000,101153.31162885
83.80000000,101139.18880394
83.85000000,101148.12965456
83.90000000,101148.98409754
83.95000000,101141.75498284
84.00000000,101151.84153452
84.05000000,101127.13534173
84.10000000,101136.00127118
84.15000000,101138.61258930
84.20000000,101138.91121410
84.25000000,101155.95043518
84.30000000,101147.11391849
84.35000000,101149.08133785
84.40000000,101137.29233820
84.45000000,101142.31629437
84.50000000,101137.00323576
84.55000000,101137.88739909
84.60000000,101148.74439466
84.65000000,101155.89124537
84.70000000,101142.44949537
84.75000000,101148.94973666
84.80000000,101146.53416159
84.85000000,101139.44620829
84.90000000,101141.04086292
84.95000000,101152.32906458
85.00000000,101151.81247927
85.05000000,101150.08890562
85.10000000,101144.38947373
85.15000000,101153.92125349
85.20000000,101145.17198771
85.25000000,101147.94840252
85.30000000,101122.36429799
85.35000000,101142.59436896
85.40000000,101140.31862149
85.45000000,101123.25750283
85.50000000,101138.38635381
85.55000000,101117.71683389
85.60000000,101135.06028809
85.65000000,101129.11160655
85.70000000,101154.49572904
85.75000000,101141.66794450
85.80000000,101137.38011163
85.85000000,101148.39743014
85.90000000,101137.70822066
85.95000000,101151.24262694
86.00000000,101130.29154175
86.05000000,101150.86405428
86.10000000,101150.16624192
86.15000000,101146.59643806
86.20000000,101119.54098374
86.25000000,101136.78220186
86.30000000,101159.75070246
86.35000000,101142.09562039
86.40000000,101132.19898449
86.45000000,101135.09542860
86.50000000,101153.39034106
86.55000000,101147.80565734
86.60000000,101132.96665538
86.65000000,101151.70614130
86.70000000,101141.96674560
86.75000000,101135.80494444
86.80000000,101142.68388419
86.85000000,101144.67194951
86.90000000,101140.25581948
86.95000000,101150.56969094
87.00000000,101177.10676948
87.05000000,101135.93401902
87.10000000,101130.43858684
87.15000000,101138.70128864
87.20000000,101138.64620802
87.25000000,101143.09108113
87.30000000,101143.76663431
87.35000000,101134.30065506
87.40000000,101132.70282358
87.45000000,101142.99371980
87.50000000,101142.96841269
87.55000000,101146.15315747
87.60000000,101133.74562171
87.65000000,101154.36763054
87.70000000,101129.79919591
87.75000000,101164.01777449
87.80000000,101158.76434726
87.85000000,101144.68022628
87.90000000,101131.90330813
87.95000000,101129.02070868
88.00000000,101141.66431740
88.05000000,101148.85731993
88.10000000,101146.40221512
88.15000000,101146.94446482
88.20000000,101144.14633656
88.25000000,101150.18612185
88.30000000,101138.34294899
88.35000000,101136.57814848
88.40000000,101159.46196673
88.45000000,101153.94885046
88.50000000,101133.86746819
88.55000000,101165.57016094
88.60000000,101128.16059630
88.65000000,101154.35157054
88.70000000,101154.16727563
88.75000000,101148.46796456
88.80000000,101131.85891341
88.85000000,101146.21264629
88.90000000,101149.95849764
88.95000000,101150.09093468
89.00000000,101141.59055647
89.05000000,101147.71579163
89.10000000,101152.32079409
89.15000000,101147.54193303
89.20000000,101154.52658333
89.25000000,101169.25640860
89.30000000,101139.51179300
89.35000000,101144.05853828
89.40000000,101143.08344794
89.45000000,101133.64881613
89.50000000,101146.98647422
89.55000000,101136.81317973
89.60000000,101143.51718747
89.65000000,101149.22773750
89.70000000,101147.56009195
89.75000000,101129.17248187
89.80000000,101151.08353377
89.85000000,101153.98727813
89.90000000,101150.78343267
89.95000000,101142.69864969
90.00000000,101119.95438564
90.05000000,101162.75803607
90.10000000,101145.27767131
90.15000000,101122.51193561
90.20000000,101145.02461379
90.25000000,101148.35246703
90.30000000,101144.33559262
90.35000000,101129.08835089
90.40000000,101141.51581604
90.45000000,101140.89580886
90.50000000,101149.09079683
90.55000000,101140.06516827
90.60000000,101137.93549348
90.65000000,101155.50242570
90.70000000,101135.77562253
90.75000000,101136.73327325
90.80000000,101139.91710509
90.85000000,101144.86359757
90.90000000,101137.97163694
90.95000000,101162.52273919
91.00000000,101130.19022912
91.05000000,101160.11452562
91.10000000,101154.19671782
91.15000000,101131.69853063
91.20000000,101132.25079145
91.25000000,101146.46894988
91.30000000,101168.85387607
91.35000000,101141.06176515
91.40000000,101166.34970361
91.45000000,101141.64440650
91.50000000,101162.87598906
91.55000000,101151.81613599
91.60000000,101151.89050454
91.65000000,101125.73887460
91.70000000,101141.92793391
91.75000000,101139.56702463
91.80000000,101143.77307226
91.85000000,101131.38168791
91.90000000,101149.17750837
91.95000000,101141.00929707
92.00000000,101151.76898530
92.05000000,101141.79714927
92.10000000,101149.67902901
92.15000000,101138.46008412
92.20000000,101158.11953140
92.25000000,101148.36676314
92.30000000,101139.36085778
92.35000000,101148.13620629
92.40000000,101150.47032343
92.45000000,101145.18297793
92.50000000,101134.05181147
92.55000000,101137.59194856
92.60000000,101145.77171482
92.65000000,101150.21652378
92.70000000,101149.34343862
92.75000000,101150.67432637
92.80000000,101155.37263322
92.85000000,101165.33424468
92.90000000,101130.98578474
92.95000000,101133.48443207
93.00000000,101148.42024485
93.05000000,101161.11620240
93.10000000,101145.66618554
93.15000000,101141.24274371
93.20000000,101140.51239411
93.25000000,101147.08935305
93.30000000,101128.78415097
93.35000000,101136.45666821
93.40000000,101141.35854127
93.45000000,101151.03760066
93.50000000,101143.72810705
93.55000000,101136.29764204
93.60000000,101147.25312263
93.65000000,101117.32831701
93.70000000,101168.97966315
93.75000000,101158.63369452
93.80000000,101146.09207933
93.85000000,101141.31227308
93.90000000,101147.45102866
93.95000000,101149.84862726
94.00000000,101153.31142853
94.05000000,101138.19457586
94.10000000,101160.16473272
94.15000000,101127.30319740
94.20000000,101135.62271581
94.25000000,101151.55770106
94.30000000,101162.93967340
94.35000000,101147.06293994
94.40000000,101138.43062193
94.45000000,101142.18815601
94.50000000,101123.17338929
94.55000000,101156.80040123
94.60000000,101139.68356624
94.65000000,101140.94168036
94.70000000,101136.27784894
94.75000000,101138.44760844
94.80000000,101139.95717638
94.85000000,101156.64337942
94.90000000,101134.80485256
94.95000000,101136.28348365
95.00000000,101133.05422649
95.05000000,101138.62153019
95.10000000,101152.25743944
95.15000000,101149.39524904
95.20000000,101150.71390040
95.25000000,101149.52848859
95.30000000,101168.41209730
95.35000000,101124.98661767
95.40000000,101140.30211126
95.45000000,101132.11727510
95.50000000,101125.21959015
95.55000000,101151.73442056
95.60000000,101143.49331017
95.65000000,101148.39758673
95.70000000,101155.08967906
95.75000000,101152.82380530
95.80000000,101152.67479070
95.85000000,101149.26433154
95.90000000,101151.79724212
95.95000000,101163.55856928
96.00000000,101128.44594862
96.05000000,101125.84329954
96.10000000,101150.20704048
96.15000000,101141.27716736
96.20000000,101151.63609465
96.25000000,101137.41463758
96.30000000,101134.88401310
96.35000000,101137.76615512
96.40000000,101137.01050452
96.45000000,101152.37833925
96.50000000,101129.37389964
96.55000000,101164.44635649
96.60000000,101141.13695408
96.65000000,101134.01096684
96.70000000,101131.82865189
96.75000000,101145.47805639
96.80000000,101147.40886356
96.85000000,101152.65527684
96.90000000,101131.42196098
96.95000000,101132.28291912
97.00000000,101132.73440120
97.05000000,101141.07922964
97.10000000,101128.08055160
97.15000000,101128.63725806
97.20000000,101116.06812150
97.25000000,101159.56835909
97.30000000,101144.39526108
97.35000000,101141.65911167
97.40000000,101168.89458779
97.45000000,101138.63070218
97.50000000,101153.89223333
97.55000000,101158.45028088
97.60000000,101136.74541843
97.65000000,101141.44254642
97.70000000,101132.45477015
97.75000000,101156.33896787
97.80000000,101132.64156499
97.85000000,101148.76393635
97.90000000,101143.06197325
97.95000000,101140.38388179
98.00000000,101144.79681858
98.05000000,101138.09612548
98.10000000,101140.92958796
98.15000000,101150.41953077
98.20000000,101137.24091467
98.25000000,101153.25911317
98.30000000,101133.49648345
98.35000000,101150.57771675
98.40000000,101144.82259630
98.45000000,101144.67281343
98.50000000,101146.55251958
98.55000000,101144.06069642
98.60000000,101152.78143155
98.65000000,101141.25134574
98.70000000,101152.79291245
98.75000000,101128.10139992
98.80000000,101146.17247835
98.85000000,101136.45401072
98.90000000,101158.98055711
98.95000000,101143.77565732
99.00000000,101143.33837188
99.05000000,101137.37110298
99.10000000,101152.69034320
99.15000000,101152.41394683
99.20000000,101136.83641804
99.25000000,101156.71712942
99.30000000,101156.90356646
99.35000000,101137.01910063
99.40000000,101124.82588977
99.45000000,101137.56902642
99.50000000,101145.78006154
99.55000000,101145.77269249
99.60000000,101150.37089397
99.65000000,101151.46748816
99.70000000,101141.86801368
99.75000000,101143.39718352
99.80000000,101126.26015184
99.85000000,101150.24214835
99.90000000,101156.67784572
99.95000000,101153.00340002
100.00000000,101145.76066341
100.05000000,101158.22022620
100.10000000,101132.68773973
100.15000000,101151.34682667
100.20000000,101142.36403498
100.25000000,101147.08707496
100.30000000,101146.44071779
100.35000000,101154.29583545
100.40000000,101134.22017300
100.45000000,101148.80939526
100.50000000,101152.17425209
100.55000000,101130.53701155
100.60000000,101145.75462024
100.65000000,101140.56619059
100.70000000,101147.44459923
100.75000000,101152.73728148
100.80000000,101149.76605742
100.85000000,101141.17957951
100.90000000,101151.92571004
100.95000000,101141.10069936
101.00000000,101141.72343271
101.05000000,101141.14996051
101.10000000,101139.10671293
101.15000000,101136.73212236
101.20000000,101135.12399753
101.25000000,101138.22760595
101.30000000,101148.93955384
101.35000000,101137.78848836
101.40000000,101159.17402142
101.45000000,101155.58258718
101.50000000,101154.96427909
101.55000000,101146.45634541
101.60000000,101144.84080456
101.65000000,101132.32207272
101.70000000,101152.55656338
101.75000000,101128.97939089
101.80000000,101146.30662170
101.85000000,101160.92247836
101.90000000,101143.28260174
101.95000000,101154.07794514
102.00000000,101148.21940527
102.05000000,101148.39554330
102.10000000,101143.95936568
102.15000000,101144.68619715
102.20000000,101125.27297517
102.25000000,101165.23881000
102.30000000,101145.24278815
102.35000000,101137.45841568
102.40000000,101145.54805926
102.45000000,101149.93635328
102.50000000,101143.61307249
102.55000000,101135.73316796
102.60000000,101137.00564730
102.65000000,101148.13960036
102.70000000,101148.98361581
102.75000000,101156.26662274
102.80000000,101151.57023614
102.85000000,101135.27059671
102.90000000,101158.32619344
102.95000000,101149.65276937
103.00000000,101135.18310522
103.05000000,101111.45935418
103.10000000,101144.95834228
103.15000000,101139.42480259
103.20000000,101135.01751130
103.25000000,101146.39049118
103.30000000,101143.13101944
103.35000000,101136.93313147
103.40000000,101158.75193461
103.45000000,101140.75002444
103.50000000,101147.21362560
103.55000000,101148.60567074
103.60000000,101148.95060137
103.65000000,101143.57511380
103.70000000,101136.37096314
103.75000000,101139.41236014
103.80000000,101155.56409087
103.85000000,101162.05037218
103.90000000,101132.85942612
103.95000000,101161.42203231
104.00000000,101160.09195991
104.05000000,101128.92058942
104.10000000,101134.00310860
104.15000000,101136.23664431
104.20000000,101137.36413945
104.25000000,101136.93829851
104.30000000,101137.96043451
104.35000000,101131.83316443
104.40000000,101135.00367294
104.45000000,101130.40038867
104.50000000,101151.11645381
104.55000000,101147.86918811
104.60000000,101143.06244235
104.65000000,101132.86502646
104.70000000,101143.64180636
104.75000000,101153.54118017
104.80000000,101134.30459125
104.85000000,101143.83797571
104.90000000,101149.64015447
104.95000000,101144.18450721
105.00000000,101142.54720361
105.05000000,101143.18615368
105.10000000,101146.37501672
105.15000000,101134.34920102
105.20000000,101133.31396569
105.25000000,101146.54959025
105.30000000,101143.16462784
105.35000000,101151.86855780
105.40000000,101165.24776757
105.45000000,101135.82886933
105.50000000,101133.81794682
105.55000000,101157.43018114
105.60000000,101118.50079644
105.65000000,101153.05572129
105.70000000,101162.58533276
105.75000000,101168.13822481
105.80000000,101149.22977963
105.85000000,101132.52664780
105.90000000,101153.56371442
105.95000000,101135.25281949
106.00000000,101136.88481705
106.05000000,101155.84033395
106.10000000,101143.52463805
106.15000000,101146.83604844
106.20000000,101132.48325968
106.25000000,101154.46489374
106.30000000,101155.09899134
106.35000000,101152.12844061
106.40000000,101136.62458620
106.45000000,101142.97271028
106.50000000,101141.76784448
106.55000000,101159.18874210
106.60000000,101142.53249181
106.65000000,101141.56490148
106.70000000,101154.79743704
106.75000000,101148.25083015
106.80000000,101135.52918833
106.85000000,101118.66585393
106.90000000,101137.06911854
106.95000000,101151.44247305
107.00000000,101142.11667872
107.05000000,101146.16947910
107.10000000,101146.69138262
107.15000000,101145.39739262
107.20000000,101134.18755204
107.25000000,101133.84827309
107.30000000,101144.66981449
107.35000000,101145.19942859
107.40000000,101135.05661621
107.45000000,101150.03253293
107.50000000,101142.17874872
107.55000000,101139.91194051
