t_mag,m_X,m_Y,m_Z
29.07000000,24.47600244,3.00665796,37.35945562
29.12000000,24.92941745,3.14418882,38.43228598
29.17000000,25.14013564,3.58506929,38.17475097
29.22000000,23.55799267,3.40957380,37.69081412
29.27000000,24.14850354,4.03666205,37.49519455
29.32000000,24.15458156,3.62130120,38.41752846
29.37000000,24.74172961,2.62120027,38.04699725
29.42000000,24.20657806,3.11331915,38.56123749
29.47000000,24.70699627,3.49742083,38.07213360
29.52000000,24.79545516,3.17897606,38.43288222
29.57000000,23.94142536,4.51754572,37.09400267
29.62000000,25.12264868,2.54119387,37.81676540
29.67000000,24.51380413,3.50330732,38.45780294
29.72000000,25.15263614,4.13272992,39.17814389
29.77000000,25.41903896,3.16401463,37.78992654
29.82000000,24.58448481,2.79628834,37.69832050
29.87000000,24.62381596,4.18938689,39.36848823
29.92000000,24.89268649,3.13231475,37.63721880
29.97000000,24.59306079,2.77716426,38.57363467
30.02000000,24.60318980,2.21760398,38.28011639
30.07000000,25.23304215,3.18725590,37.43307507
30.12000000,24.62779939,3.36233107,37.64485093
30.17000000,23.90471963,3.64001390,38.14493985
30.22000000,24.79500784,3.02100693,37.36168038
30.27000000,25.38986006,4.19479916,37.41274413
30.32000000,24.04964438,3.65539228,37.69801611
30.37000000,24.40565913,3.23172757,37.89914516
30.42000000,24.91061784,3.16346436,37.95804720
30.47000000,23.49540581,2.29746562,38.00011988
30.52000000,24.65075619,4.41083611,37.33692214
30.57000000,25.59150460,3.34718276,38.12905500
30.62000000,24.49414804,2.80688465,37.76559469
30.67000000,24.23345779,3.98815966,38.32585754
30.72000000,23.19606863,3.63872585,37.22814939
30.77000000,24.65842642,3.56412964,38.06804265
30.82000000,24.01496518,3.02501982,37.80126551
30.87000000,25.60499612,3.25230609,37.41161047
30.92000000,24.88889616,3.54728888,37.18494104
30.97000000,24.23022531,3.70181422,38.01405619
31.02000000,25.02537580,3.50947137,37.97208660
31.07000000,25.03679492,3.97976144,38.57669518
31.12000000,23.48929140,3.02399729,38.52585966
31.17000000,24.48210696,3.95707204,37.90865271
31.22000000,24.64008629,3.63781555,37.66680101
31.27000000,24.93035474,2.47764147,37.91778897
31.32000000,25.18413025,3.16027956,37.63286659
31.37000000,24.25417365,2.71677268,37.87538299
31.42000000,25.28647931,3.40861475,38.37304625
31.47000000,24.95792644,3.03781382,38.53301074
31.52000000,24.51947344,2.37095685,38.59844511
31.57000000,24.92248005,3.24677621,37.38321657
31.62000000,24.09025364,2.92754089,37.23731964
31.67000000,24.64286736,3.26835908,37.78894410
31.72000000,23.60863763,3.70064287,38.11600288
31.77000000,24.41660109,3.74905483,37.58851704
31.82000000,23.58995319,2.29344073,38.56539752
31.87000000,25.21813671,2.76175014,39.38029905
31.92000000,24.81172588,2.78658364,38.27277957
31.97000000,25.39332161,3.37584206,38.23768916
32.02000000,23.85540366,3.53031334,37.03588343
32.07000000,24.10559508,3.67444153,38.17054697
32.12000000,24.45871113,2.98109265,38.04984100
32.17000000,24.25420059,3.69851804,38.72725296
32.22000000,24.96816389,3.04698278,38.01770101
32.27000000,24.10796347,3.17414605,37.72011858
32.32000000,23.51543095,2.62294792,37.90696846
32.37000000,24.02189212,2.74509268,38.30787087
32.42000000,24.01341357,3.00178646,38.45006910
32.47000000,24.04687610,3.03946627,38.07573295
32.52000000,24.54440693,2.27577875,37.80836955
32.57000000,24.16317044,3.14781622,38.00495996
32.62000000,24.79677372,3.68309348,38.01155266
32.67000000,25.00116225,3.99535905,38.57159319
32.72000000,23.96343647,3.38076871,38.07684909
32.77000000,25.05098104,3.41585675,38.67030705
32.82000000,24.85964564,3.80052528,38.45487240
32.87000000,25.14322811,3.31058081,38.51181600
32.92000000,23.73867457,2.87013013,37.74035176
32.97000000,24.29451543,3.67251481,37.92458008
33.02000000,24.62891515,3.09146325,37.56288717
33.07000000,24.85261513,2.73359295,38.21065405
33.12000000,25.19190749,3.61166248,37.85238567
33.17000000,24.82385516,2.09074603,37.92118485
33.22000000,24.01121523,3.32624221,37.39107325
33.27000000,25.15742480,3.37075224,38.28840246
33.32000000,25.46085648,3.29907759,37.45878112
33.37000000,25.09473136,3.69486589,39.47037847
33.42000000,23.90166156,2.50507639,37.44190108
33.47000000,23.42688942,3.50980768,37.98502079
33.52000000,24.06357793,3.11326945,37.69101704
33.57000000,24.66427926,3.19839182,38.30936364
33.62000000,24.09767213,3.07682982,37.95214253
33.67000000,25.28049079,3.26155568,38.22653057
33.72000000,24.64679816,2.80256517,37.76577141
33.77000000,25.27005754,3.63145235,38.14804288
33.82000000,25.64014095,2.70095064,38.19906104
33.87000000,25.87632960,2.05337866,37.54016321
33.92000000,25.36986483,3.13291735,37.52450502
33.97000000,23.74780258,4.05727262,38.33522262
34.02000000,24.79318522,3.31370740,38.49028073
34.07000000,23.93144930,2.54057211,38.70256831
34.12000000,25.14626022,3.37972407,37.95784607
34.17000000,25.34970316,2.37231278,37.79299913
34.22000000,24.72598493,3.69432976,38.56339559
34.27000000,25.09940810,4.06735569,38.54843241
34.32000000,25.45470932,3.09376368,38.30277698
34.37000000,23.72372567,2.93808885,37.34861130
34.42000000,23.50452366,1.91284857,37.87133568
34.47000000,24.55575084,3.17768760,38.35569498
34.52000000,23.56948055,2.84556710,37.74300726
34.57000000,22.86801276,3.35537679,37.48564618
34.62000000,25.43852728,3.22377503,38.47967876
34.67000000,24.92357682,3.61692471,37.20143374
34.72000000,23.97556877,1.99996973,37.97482825
34.77000000,25.00539553,3.37564889,38.02874779
34.82000000,25.62576011,3.28403072,37.83789671
34.87000000,25.21653247,2.32105472,38.85519903
34.92000000,23.76269286,3.28285266,38.92393023
34.97000000,24.22600741,3.11136587,37.88028893
35.02000000,23.92631086,2.79274163,38.41624854
35.07000000,25.43312969,3.18764430,37.76349553
35.12000000,24.46658917,3.41561599,38.72779804
35.17000000,24.77054877,2.89079693,37.68802063
35.22000000,24.96403876,3.45047076,38.02820456
35.27000000,24.87182522,3.75003746,37.53473129
35.32000000,24.23880745,2.39375478,37.92288245
35.37000000,23.81754215,3.11565643,38.51190962
35.42000000,25.52541607,2.79644968,38.46203587
35.47000000,24.70074851,3.29659687,38.52652879
35.52000000,25.35806722,3.56727150,38.81500949
35.57000000,23.47839681,2.35945128,38.23010943
35.62000000,24.80719432,3.47134057,38.47517754
35.67000000,24.58161027,3.01091671,38.91836532
35.72000000,25.73283047,4.44963938,38.24634476
35.77000000,25.35275395,2.54889014,38.89777093
35.82000000,25.16797272,3.21175164,37.99761866
35.87000000,24.08171565,2.74565030,37.47714122
35.92000000,25.04164431,3.35122316,37.73500858
35.97000000,24.03135510,2.83651184,38.63101449
36.02000000,25.05290451,2.91531695,37.80443828
36.07000000,24.22747489,3.52900500,39.01202689
36.12000000,24.41976751,3.41916119,38.50470015
36.17000000,24.42623887,3.62785552,38.54677161
36.22000000,24.41687005,3.48526907,38.78770378
36.27000000,24.68970695,3.58001531,37.47596368
36.32000000,24.66194439,2.48024853,38.41662243
36.37000000,24.61591293,3.52404708,38.19467124
36.42000000,25.02782346,3.84756859,39.07082685
36.47000000,24.67104051,2.93478322,37.09824985
36.52000000,24.70106643,3.03387424,37.84999922
36.57000000,24.22893079,3.16690382,37.76140627
36.62000000,25.00456517,2.65077842,37.26013961
36.67000000,25.04707780,3.39234671,37.69788523
36.72000000,24.47176675,3.18478420,38.78004768
36.77000000,24.16143622,3.82196651,38.26657229
36.82000000,24.99092764,2.30973399,37.62703114
36.87000000,24.32744757,2.06714089,38.20235730
36.92000000,24.72947005,2.80634530,38.09074202
36.97000000,24.09624506,3.51250106,37.80221179
37.02000000,24.16542642,3.99460851,37.10497097
37.07000000,25.10646799,4.00506444,37.31286368
37.12000000,23.33915269,3.86560548,37.86369495
37.17000000,25.46068778,3.07316292,38.27724407
37.22000000,24.60489966,3.71263817,37.78538841
37.27000000,24.19626078,2.97953802,37.71646687
37.32000000,24.50849378,3.61771686,38.03856001
37.37000000,24.35448131,3.28070705,37.41908816
37.42000000,25.04891322,3.76002022,37.61962201
37.47000000,24.53607282,3.76372860,37.68098917
37.52000000,24.47911855,3.48570566,37.58415031
37.57000000,25.65631297,3.82005886,37.81188100
37.62000000,24.49724589,3.29257641,39.10099745
37.67000000,23.80280414,3.34533651,36.70439979
37.72000000,24.60909511,3.47699578,38.80577715
37.77000000,23.84681651,3.20326573,37.87491144
37.82000000,24.14359727,3.45558787,39.10192794
37.87000000,24.15793183,2.54641319,38.33525327
37.92000000,25.04693516,3.50940506,37.81887031
37.97000000,24.94275342,2.93869116,38.10728843
38.02000000,24.51680586,3.21367670,38.42407751
38.07000000,24.86495979,2.82561255,38.62471860
38.12000000,24.71310307,3.06980149,38.22243299
38.17000000,24.93736774,3.99880706,38.08480048
38.22000000,23.51047044,2.82695286,38.38763842
38.27000000,24.96183147,3.90746172,37.05774797
38.32000000,24.94335439,3.09571518,37.60894305
38.37000000,25.66047766,3.56236530,38.03606382
38.42000000,24.72363578,3.03773876,37.53830682
38.47000000,23.94689253,2.53998314,38.52623767
38.52000000,24.63964931,3.39680671,38.46996335
38.57000000,23.77673314,3.59188739,37.92547978
38.62000000,24.56517138,3.70031462,37.85655392
38.67000000,24.45627029,3.46542655,38.30168598
38.72000000,24.46448775,3.58364261,39.18680734
38.77000000,24.45024907,3.24187787,37.76464793
38.82000000,24.26347115,3.49145348,38.20166675
38.87000000,24.11836312,3.17680612,38.68739477
38.92000000,24.84140945,2.91483426,37.27348522
38.97000000,23.88183493,3.58790752,38.08720432
39.02000000,24.96795678,3.77447098,37.37363679
39.07000000,25.75409912,3.69609984,37.91561424
39.12000000,24.88131820,3.41711697,38.79354665
39.17000000,24.08138833,3.47706633,37.11660839
39.22000000,24.64534451,2.15790737,38.10526670
39.27000000,23.93270203,2.73869365,38.24580948
39.32000000,24.40562657,3.82011854,38.09578099
39.37000000,24.38995804,3.66187360,38.91068188
39.42000000,25.09961740,3.44326178,37.46784715
39.47000000,24.26201172,4.78580653,38.75576623
39.52000000,23.96569812,3.25933632,38.28597471
39.57000000,24.72796536,3.57510493,37.67387131
39.62000000,23.99572657,3.33157782,38.27370435
39.67000000,24.76662371,2.07992855,38.20043598
39.72000000,24.56260044,2.90321554,38.21025735
39.77000000,24.60395958,2.04416197,38.38532199
39.82000000,23.12402931,2.77685185,37.50683933
39.87000000,24.71218241,2.83068693,37.75827355
39.92000000,24.74235060,4.00999101,38.57297135
39.97000000,25.06261427,2.48607152,38.47863275
40.02000000,24.01346852,3.63578993,38.11876495
40.07000000,24.73187645,2.97231432,38.48674530
40.12000000,24.86761944,3.15883699,38.82032136
40.17000000,24.55058426,2.91520552,37.68693488
40.22000000,23.87970550,3.17442828,38.26533098
40.27000000,24.92394397,3.47348900,38.30429734
40.32000000,25.37846382,3.76023236,37.32598021
40.37000000,24.98821753,3.16407636,37.67721386
40.42000000,24.61721797,2.94583226,37.22736354
40.47000000,25.18018146,3.44023519,38.00455641
40.52000000,24.79574949,2.68417570,37.54695635
40.57000000,24.77224315,3.75491811,37.55573139
40.62000000,24.30323798,2.83065393,37.49915337
40.67000000,24.58431149,1.75632862,38.67022997
40.72000000,25.16437074,3.94490041,38.66683958
40.77000000,23.94497490,2.79475698,39.28165483
40.82000000,24.94873163,2.72448897,38.53966260
40.87000000,23.61164706,2.52507519,38.12930045
40.92000000,24.91342530,2.54836124,38.32514494
40.97000000,24.67709234,2.59410121,37.35869244
41.02000000,24.72295561,3.43457430,38.55549514
41.07000000,24.88272508,3.42085400,38.17678761
41.12000000,24.91721674,2.58652135,38.03201772
41.17000000,23.63358765,2.62333556,38.42567854
41.22000000,24.67722634,3.18886037,37.23349931
41.27000000,24.55368183,3.23472462,37.86918882
41.32000000,25.08028223,2.12162333,37.91786667
41.37000000,24.47945363,3.06911564,37.35555494
41.42000000,24.36032809,3.13588915,38.70566979
41.47000000,23.92049572,3.40126413,37.58128686
41.52000000,24.81824358,3.38212312,38.93824815
41.57000000,24.32731570,3.16336064,37.66444904
41.62000000,24.65148009,2.51167460,39.04180738
41.67000000,24.40814405,2.97225127,38.31853763
41.72000000,24.25197354,3.41059431,36.98985916
41.77000000,25.03465118,4.06797373,37.65934913
41.82000000,23.84119997,2.42935724,38.82509459
41.87000000,24.44162053,4.44639458,38.64983012
41.92000000,23.87959592,3.43106108,37.62596879
41.97000000,24.86072294,2.48165174,38.82976399
42.02000000,24.49462609,3.20239001,38.62767839
42.07000000,24.70237511,2.66628047,38.15773556
42.12000000,25.24072014,3.23788799,37.82010086
42.17000000,24.56220903,3.74523177,38.76916608
42.22000000,24.50965474,2.21764747,38.27090793
42.27000000,23.96541132,3.62548080,37.85282660
42.32000000,24.34083731,2.82649812,38.68543550
42.37000000,24.47741584,2.27459274,38.19804265
42.42000000,24.67376346,3.14249121,38.70178651
42.47000000,24.98221911,3.01334611,37.99156442
42.52000000,23.91096664,2.93274080,38.54337274
42.57000000,23.60282704,3.79098417,37.85671803
42.62000000,24.02753083,3.27311339,38.30752344
42.67000000,24.60975957,3.81862912,37.32175956
42.72000000,24.66578577,3.49336374,38.37437805
42.77000000,24.42374432,3.51620209,38.24776923
42.82000000,25.07165084,3.16499330,37.46419216
42.87000000,23.92706805,3.61542336,37.54282233
42.92000000,24.30154890,3.30732214,38.78596070
42.97000000,23.36663589,2.55989743,38.28639767
43.02000000,24.48440591,3.59104061,37.62460203
43.07000000,24.53102841,2.34577451,37.92106267
43.12000000,25.16142597,2.85280504,38.56837298
43.17000000,24.23034010,3.50750043,37.32415723
43.22000000,24.55128711,3.74528465,38.14076756
43.27000000,24.17152147,3.70234354,38.10086321
43.32000000,25.22652217,3.05212003,37.96489233
43.37000000,25.02924774,4.04238237,37.90511896
43.42000000,24.54126003,3.35653537,37.88874129
43.47000000,24.26762663,2.57266219,38.48325690
43.52000000,23.57350804,2.78835790,38.34607758
43.57000000,24.87262318,3.81037295,38.04021875
43.62000000,22.98756869,3.54841897,38.16057699
43.67000000,24.67077538,1.57635399,37.95969669
43.72000000,25.01428920,2.56704864,38.38438872
43.77000000,24.51001646,2.30419507,37.46365893
43.82000000,24.51225077,3.29006943,38.44309811
43.87000000,23.86537733,3.71130747,37.78338651
43.92000000,23.50303803,3.62030083,37.96573517
43.97000000,25.09959900,3.80305086,38.39000777
44.02000000,24.17273867,3.52557551,37.50914011
44.07000000,24.27085715,2.76004049,37.42648893
44.12000000,25.24122850,3.42057601,38.48827679
44.17000000,23.47501054,3.29475637,39.20540904
44.22000000,24.88207492,3.25052698,37.54351373
44.27000000,25.03014505,3.23889452,38.03609571
44.32000000,24.64038010,3.54085615,38.26577677
44.37000000,25.27948428,3.47731435,37.66813043
44.42000000,24.92638924,3.73840974,38.05492982
44.47000000,24.27098418,3.35151580,37.19759066
44.52000000,24.75390677,3.88500440,38.87826943
44.57000000,24.68060662,2.39344883,39.24817598
44.62000000,24.91901065,2.77421930,37.16450516
44.67000000,24.39072718,2.61723564,38.16671203
44.72000000,24.14831790,3.65241327,38.63371760
44.77000000,25.00424983,3.31271712,39.92980522
44.82000000,24.36234177,3.61574637,38.42550734
44.87000000,24.17688095,3.54070770,38.42960832
44.92000000,24.41106433,2.78569876,37.56516549
44.97000000,23.61761101,3.38790805,37.85842930
45.02000000,25.12429954,3.43855343,38.01422344
45.07000000,24.99940902,2.82290317,38.47118277
45.12000000,24.83710860,3.35166120,37.75985323
45.17000000,24.39332689,3.33111779,38.69449151
45.22000000,24.22238406,3.14935051,37.88975877
45.27000000,24.27838891,2.07024145,38.82108871
45.32000000,24.60213140,2.66390919,38.29256277
45.37000000,24.61819583,2.54126634,38.07659788
45.42000000,24.60677336,2.59236588,37.39141141
45.47000000,24.62230199,3.05948448,37.73444947
45.52000000,25.01447072,3.14427599,37.72493178
45.57000000,24.39613716,2.79800007,38.39506140
45.62000000,24.83950991,3.23277797,38.84955795
45.67000000,23.18344450,2.59081274,38.35255389
45.72000000,25.32242841,2.01844005,38.19628085
45.77000000,24.78854262,3.29086939,38.19780559
45.82000000,24.29513463,2.46996744,38.31033968
45.87000000,23.87200852,3.44648249,38.16228235
45.92000000,25.39986612,3.55426874,37.57787142
45.97000000,24.05380817,2.79595132,38.26349521
46.02000000,24.74763263,2.59709985,38.66425522
46.07000000,24.38671380,3.01693786,38.04545523
46.12000000,24.13519937,3.69983617,38.03744024
46.17000000,24.11768486,3.83810065,37.86821953
46.22000000,25.63978946,3.05115680,38.90738126
46.27000000,24.66946846,3.06961371,36.71296539
46.32000000,24.01676698,2.11789073,38.56093885
46.37000000,24.39323720,2.84000779,38.12433919
46.42000000,24.28958921,3.34815184,37.37728921
46.47000000,23.76933407,3.11764802,37.58512179
46.52000000,24.53531442,3.22245181,38.76421314
46.57000000,25.46094412,2.39389176,37.56527007
46.62000000,24.80807443,2.45084729,38.06931218
46.67000000,24.07735779,3.25973557,38.01166081
46.72000000,23.77196378,3.23906156,38.38118060
46.77000000,24.49065748,3.36157913,38.54895873
46.82000000,23.92074513,4.03213762,38.21151980
46.87000000,24.05963044,3.49945604,38.02754890
46.92000000,24.75206932,2.82018048,37.90759865
46.97000000,24.68418310,3.50330285,38.45674221
47.02000000,23.49236290,4.34769599,37.63264206
47.07000000,23.77445460,3.53518134,37.93503225
47.12000000,24.67042955,3.25893374,37.38461658
47.17000000,24.73830747,2.84809539,38.30478505
47.22000000,25.32894423,3.75838651,37.72773974
47.27000000,24.40297825,2.60233435,39.23466429
47.32000000,24.52352015,1.47344103,37.86262117
47.37000000,24.27813901,3.85466387,38.27088895
47.42000000,23.91400806,3.51026336,38.34784769
47.47000000,24.62545997,3.21904245,37.92444907
47.52000000,25.66496003,2.62654676,37.45937403
47.57000000,25.74835463,3.94685583,38.80304540
47.62000000,25.04037252,2.67107832,37.55976111
47.67000000,24.75179331,3.54428149,38.75618649
47.72000000,24.86763555,3.63309672,37.15458378
47.77000000,24.55263405,3.40916862,38.39173139
47.82000000,24.61252867,3.19443905,38.21795505
47.87000000,25.21768513,4.10859671,38.21821260
47.92000000,25.27132722,3.02653915,38.21130026
47.97000000,23.08423533,2.97248408,37.43346849
48.02000000,25.15736225,3.07746335,38.32201781
48.07000000,24.14511861,2.74062566,37.99422801
48.12000000,23.77789816,3.24682886,37.72136722
48.17000000,24.05858028,2.71576175,38.63133918
48.22000000,24.29368333,2.43747037,37.37535828
48.27000000,24.23797001,2.24229501,37.86022656
48.32000000,23.71757897,3.13845329,38.27849950
48.37000000,25.14181235,2.92622869,37.43269685
48.42000000,23.98729420,3.02201200,38.05182030
48.47000000,24.54402532,3.74908287,38.01895357
48.52000000,25.08593391,3.27239261,39.00561898
48.57000000,25.25615644,4.13685414,38.44414194
48.62000000,24.61566476,3.47316502,38.41700777
48.67000000,24.76305627,3.33042507,37.66181625
48.72000000,25.62030976,3.81967122,37.67054359
48.77000000,25.49926111,3.56158285,38.71172840
48.82000000,24.56659273,2.50464558,37.68425556
48.87000000,23.49979559,3.13048775,38.21794103
48.92000000,24.11138234,2.73054831,38.32287604
48.97000000,23.97516774,2.80417412,38.30928005
49.02000000,23.74167951,2.95192544,38.34465320
49.07000000,24.97150062,3.36083926,37.78440008
49.12000000,23.40458583,3.51720092,38.48316413
49.17000000,24.46577514,2.84853438,38.48851868
49.22000000,24.63215216,3.71306740,38.15375716
49.27000000,24.82724343,2.57176960,37.05022476
49.32000000,24.46310044,3.56246291,37.82306630
49.37000000,25.29980193,2.62650885,38.43511100
49.42000000,24.72225244,3.43385126,38.31379278
49.47000000,23.96654276,3.44787209,38.15564492
49.52000000,24.26991055,2.95359590,37.69612086
49.57000000,23.87097519,3.36147826,37.20354316
49.62000000,25.04458635,3.68827633,38.34924546
49.67000000,25.05825914,2.28921691,37.94601626
49.72000000,24.46866563,3.99968040,38.18541635
49.77000000,24.78374704,3.30755680,37.78005968
49.82000000,24.19391672,3.29722727,39.01336064
49.87000000,24.82342671,3.46178358,38.07301851
49.92000000,25.01843834,2.77810236,37.71100189
49.97000000,24.07177325,4.02411953,38.79694683
50.02000000,24.47196531,2.69873170,38.80608198
50.07000000,24.65423011,2.88620342,38.60383956
50.12000000,24.22600686,3.56030157,38.03514887
50.17000000,24.17772753,3.20759527,37.48673636
50.22000000,25.06451634,2.57451982,38.45971833
50.27000000,24.87838806,3.28615682,38.67237033
50.32000000,25.32156321,3.41294439,37.59897465
50.37000000,24.43098580,3.59756210,38.00010560
50.42000000,25.21495977,3.30863407,37.65871262
50.47000000,24.52034214,3.27392951,38.24715585
50.52000000,25.16002855,2.94912139,38.39513450
50.57000000,24.19059963,2.88214189,38.07253716
50.62000000,25.04194120,1.75990486,38.05529057
50.67000000,23.42254125,3.53371359,38.23993982
50.72000000,24.41303471,3.05436018,37.63299180
50.77000000,24.52356851,4.04060846,38.14394194
50.82000000,24.28569110,3.44300018,37.57523399
50.87000000,25.39707556,4.04165746,38.29370990
50.92000000,25.11826651,3.43633828,38.06740174
50.97000000,24.82895024,2.63622764,38.54218548
51.02000000,24.51594058,2.69735867,38.02052369
51.07000000,24.36097260,2.63691376,37.13995359
51.12000000,23.81321806,2.16375571,37.28778441
51.17000000,24.87598369,3.01864775,38.55875874
51.22000000,24.38925290,2.39627770,38.63800409
51.27000000,23.71732332,2.98743445,38.36795735
51.32000000,25.22190606,4.35425778,38.14883060
51.37000000,24.74725204,3.20542312,37.66324242
51.42000000,24.71976243,2.50231856,38.93206726
51.47000000,24.23827043,3.67295053,37.92682952
51.52000000,24.34424426,2.57086842,38.21062772
51.57000000,23.88623931,3.34629467,38.82142885
51.62000000,24.08124489,3.17697159,37.73149509
51.67000000,25.54259294,3.28859947,37.67197440
51.72000000,24.40563822,3.11235126,37.73171031
51.77000000,25.08828726,2.94378787,37.95854820
51.82000000,23.38717280,2.76752008,38.13662135
51.87000000,24.76209708,3.39306426,38.21439332
51.92000000,24.54892387,3.10894354,38.26152350
51.97000000,25.02423883,3.65404631,37.89965143
52.02000000,24.61449351,3.08904931,38.97163329
52.07000000,24.53049391,3.46422946,38.20243761
52.12000000,24.39899544,2.80514644,38.19302938
52.17000000,24.27519800,3.02602343,37.88621254
52.22000000,24.67211890,3.11858972,38.31130807
52.27000000,24.36204773,3.31753536,38.56394523
52.32000000,24.03668824,2.90744912,37.74051660
52.37000000,25.57488588,3.18266453,38.25784345
52.42000000,23.35927780,3.06207043,38.45417676
52.47000000,23.67741314,2.61580544,37.98209478
52.52000000,24.83927707,3.31889378,38.73933671
52.57000000,25.92414607,2.64202524,38.02120558
52.62000000,25.19683051,3.54622339,38.06013573
52.67000000,24.05868358,2.63626398,38.12693452
52.72000000,24.10398982,2.68926564,37.24940617
52.77000000,25.11947127,2.82552071,37.08848566
52.82000000,24.53273135,2.62944740,38.56369707
52.87000000,26.04647228,2.60600038,38.07373940
52.92000000,24.30961543,3.61294119,38.33681805
52.97000000,24.37134148,3.11855862,36.80321995
53.02000000,25.28856915,2.99495137,37.62178282
53.07000000,24.07290119,2.78852830,37.72073057
53.12000000,23.98325286,1.80812949,38.44790304
53.17000000,24.45161977,3.11921619,37.80425266
53.22000000,24.52538974,3.39684363,38.40043091
53.27000000,23.32644558,3.59083558,37.91300532
53.32000000,24.55671040,3.22319204,38.51241823
53.37000000,24.48057606,3.30656675,38.21930004
53.42000000,24.29061696,3.23159952,38.75090476
53.47000000,23.49022661,3.25412886,38.44763716
53.52000000,24.85574584,3.46402041,37.67658896
53.57000000,24.28160800,3.54917894,37.44933851
53.62000000,23.62615624,2.89431491,37.00054520
53.67000000,24.87769519,3.74110666,38.59936660
53.72000000,24.31105181,2.62201277,38.93814098
53.77000000,23.95184056,3.24047019,38.77089189
53.82000000,24.55100774,3.87720680,37.97524676
53.87000000,24.17296903,2.47593347,37.71193415
53.92000000,23.95708285,3.74413475,37.82469646
53.97000000,24.77021274,3.09474638,37.27712585
54.02000000,24.66664216,3.22537505,38.57977652
54.07000000,25.11077519,3.26228996,36.95973870
54.12000000,24.62858985,3.80789496,37.56893358
54.17000000,25.08658301,2.42898574,38.18019743
54.22000000,24.98616886,3.33092573,37.72683110
54.27000000,25.54560998,2.88098515,38.34449666
54.32000000,25.30165508,3.59495416,37.71866375
54.37000000,24.30755639,2.26523181,38.88428383
54.42000000,24.14108926,3.08116151,38.60579962
54.47000000,25.10370609,4.86447940,38.43509292
54.52000000,23.81327462,2.54210415,38.00029895
54.57000000,24.11976985,3.50115090,39.09119770
54.62000000,23.96513836,2.92180937,37.69137748
54.67000000,24.48654314,2.55555446,38.39190374
54.72000000,24.07879185,2.71652789,38.36463435
54.77000000,23.96407131,3.07687534,38.42480400
54.82000000,24.97513305,2.76448664,38.89368667
54.87000000,24.31018207,3.00899537,38.59192907
54.92000000,24.02972490,2.96899107,37.34320552
54.97000000,24.63004716,2.75666858,39.74252072
55.02000000,26.33759532,3.24008954,37.83983743
55.07000000,24.64886327,2.91677123,38.75473215
55.12000000,23.78661433,4.13151502,38.55706414
55.17000000,24.03347196,3.55588875,38.32360917
55.22000000,24.65270135,3.53131708,39.58091586
55.27000000,24.65521135,3.16700488,37.57661415
55.32000000,24.23063878,3.11971526,38.38910692
55.37000000,24.56867566,3.94955371,37.69888904
55.42000000,24.44095602,2.93809051,37.84322525
55.47000000,24.94013403,2.17529452,37.55981744
55.52000000,23.88056927,2.85037497,38.37972774
55.57000000,25.08228164,3.21208237,37.08293414
55.62000000,24.59758450,3.09193137,38.09409298
55.67000000,24.57944876,2.83737693,38.06301020
55.72000000,24.58506756,2.67984008,38.52652968
55.77000000,24.24203010,3.51088595,38.21021108
55.82000000,23.76127056,2.91730312,38.61263587
55.87000000,23.58609281,3.42137396,38.00167524
55.92000000,25.38405118,4.18791904,38.65547319
55.97000000,23.71516412,3.66426116,38.48005913
56.02000000,25.18704267,2.39370768,38.26967554
56.07000000,24.26137860,3.16278645,37.73062630
56.12000000,24.09832118,3.24135849,36.60488577
56.17000000,24.16680484,3.59203220,37.44609218
56.22000000,24.60062621,3.94583220,37.54782313
56.27000000,24.32982012,3.51445046,38.00086856
56.32000000,25.26914065,3.94718297,38.11885973
56.37000000,24.82062117,3.75660099,37.90541214
56.42000000,24.76523263,2.74802979,37.66522009
56.47000000,25.10808608,3.96737001,37.42696802
56.52000000,24.43507407,3.64140339,38.09175309
56.57000000,24.12190675,3.30231697,37.07422415
56.62000000,24.88069622,3.58364930,37.31637994
56.67000000,23.94612623,2.64243414,37.47239810
56.72000000,23.31399879,3.50210643,38.15350014
56.77000000,24.43627364,2.78858168,38.47259468
56.82000000,23.87891274,3.44750545,37.58853164
56.87000000,24.87315756,3.67167425,37.99108891
56.92000000,24.66308950,3.22108131,38.24931226
56.97000000,23.66795266,3.92529160,38.21256263
57.02000000,25.35327804,2.54086176,38.00338544
57.07000000,23.86539902,2.98682110,38.30909653
57.12000000,24.46512857,3.19956208,38.05431983
57.17000000,24.30640812,2.25948059,37.60785836
57.22000000,24.42155491,2.65480380,38.09780784
57.27000000,24.42567339,3.16674361,38.00784534
57.32000000,24.01627918,3.25700510,38.72606510
57.37000000,24.35288708,2.34916041,38.05952032
57.42000000,24.06817323,3.97169078,38.28178674
57.47000000,24.59713355,3.47999594,37.16437454
57.52000000,25.24947585,3.42542619,38.98900210
57.57000000,25.76554527,2.90588070,38.27909816
57.62000000,24.94526177,2.62405099,38.36516626
57.67000000,24.68954827,3.08610934,38.14324012
57.72000000,24.56919303,2.44693208,38.35720691
57.77000000,24.43147005,2.56058489,37.78264196
57.82000000,24.10489002,3.32742298,38.32415369
57.87000000,24.00361000,3.04657509,39.37074817
57.92000000,24.81482129,3.15498161,37.58929811
57.97000000,25.23974000,2.19174367,38.24336259
58.02000000,23.94366153,2.69878622,38.15191763
58.07000000,23.66084572,3.68779754,38.14060374
58.12000000,23.84888854,3.04636167,37.91285903
